2025-04-30 03:38:08,884 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: partial_history
2025-04-30 03:38:08,886 DEBUG   SenderThread:23 [sender.py:send():380] send: history
2025-04-30 03:38:08,886 DEBUG   SenderThread:23 [sender.py:send_request():407] send_request: summary_record
2025-04-30 03:38:08,886 INFO    SenderThread:23 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-04-30 03:38:09,734 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/wandb-summary.json
2025-04-30 03:38:10,745 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/output.log
2025-04-30 03:38:10,893 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: status_report
2025-04-30 03:38:13,949 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: partial_history
2025-04-30 03:38:13,950 DEBUG   SenderThread:23 [sender.py:send():380] send: history
2025-04-30 03:38:13,950 DEBUG   SenderThread:23 [sender.py:send_request():407] send_request: summary_record
2025-04-30 03:38:13,951 INFO    SenderThread:23 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-04-30 03:38:14,552 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: stop_status
2025-04-30 03:38:14,552 DEBUG   SenderThread:23 [sender.py:send_request():407] send_request: stop_status
2025-04-30 03:38:14,554 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: internal_messages
2025-04-30 03:38:14,792 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/wandb-summary.json
2025-04-30 03:38:16,740 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: status_report
2025-04-30 03:38:16,793 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/output.log
2025-04-30 03:38:19,064 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: partial_history
2025-04-30 03:38:19,090 DEBUG   SenderThread:23 [sender.py:send():380] send: history
